[GIN] 2026/09/20 - 12:01:18 | 404 |      1.1883ms |       127.0.0.1 | POST     "/api/admin/questions"
[GIN] 2026/09/20 - 12:01:18 | 200 |       1.805ms |       127.0.0.1 | GET      "/api/quiz/questions?level=25"
[GIN] 2026/09/20 - 12:01:18 | 200 |     57.3444ms |       127.0.0.1 | POST     "/api/admin/users"
[GIN] 2026/09/20 - 12:01:18 | 200 |     54.3042ms |       127.0.0.1 | POST     "/api/auth/login"
[GIN] 2026/09/20 - 12:01:18 | 200 |    119.6572ms |       127.0.0.1 | POST     "/api/auth/chpwd"
[GIN] 2026/09/20 - 12:01:18 | 200 |     53.9896ms |       127.0.0.1 | POST     "/api/auth/login"
[GIN] 2026/09/20 - 12:01:18 | 200 |       577.6µs |       127.0.0.1 | GET      "/api/quiz/levels"
[GIN] 2026/09/20 - 12:01:18 | 404 |       532.6µs |       127.0.0.1 | GET      "/api/quiz/questions?level=25"
exit status 143
�（PID 90477）---
